gisid,landarea,buildingvalue,landvalue,owner_name,geometry,pct_bldg
161-58,379221,272835000,104361900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1200584010057, -71.1199683586494, -71.1199313639824, -71.1198885306313, -71.1198709770431, -71.1194697187964, -71.1194534321548, -71.1192276824826, -71.1192393732239, -71.1192498875956, -71.1192597356953, -71.1192721373329, -71.1192836179513, -71.1192941692927, -71.1193038366222, -71.1193127046136, -71.1193205479967, -71.1193276619257, -71.1193340768739, -71.1193393076426, -71.119343872144, -71.1193475120018, -71.1193499671884, -71.1193495983394, -71.1192620810308, -71.1192615170191, 
-71.1192358403844, -71.1191998011327, -71.1191637456959, -71.1191279575634, -71.1190923585955, -71.1190570228037, -71.1190219090518, -71.1189870256048, -71.1189526232362, -71.1189182293085, -71.1188842791247, -71.1183320830825, -71.1180623425621, -71.1179572531057, -71.1178497054119, -71.1179407862058, -71.1182659298626, -71.1183220020653, -71.1180171827496, -71.1180924276958, -71.1180937004404, -71.1180987107977, -71.118128386773, -71.1181400852711, -71.1181470838743, -71.1182676361796, -71.1191797551245, 
-71.1192248755521, -71.1193015050295, -71.1193390831818, -71.1194372593355, -71.1194599452834, -71.119461343361, -71.1194632225035, -71.119465582711, -71.119468345846, -71.1194718860858, -71.1194758333804, -71.1194799985773, -71.1194849038738, -71.1194899941948, -71.1194953394233, -71.1195011245843, -71.1195071729069, -71.1195133980004, -71.1195196600985, -71.1195261400997, -71.1195328421308, -71.1195393180052, -71.1195460487881, -71.1195811911571, -71.1196165555586, -71.1196517390628, -71.1196870705887, 
-71.1197224434108, -71.1197575938737, -71.1197930035376, -71.1198283803207, -71.119863761227, -71.1199005442002, -71.1199373271734, -71.1199740774286, -71.1200108643583, -71.1200476514522, -71.1200844426661, -71.1201211968735, -71.1201579880845, -71.1201947834134, -71.1202313195404, -71.1202681150296, -71.1203046883218, -71.1203254933658, -71.1205885786025, -71.1212708019629, -71.1214908537942, -71.12165883145, -71.1216935132801, -71.1217279689763, -71.1217626837065, -71.1217973655332, -71.1218320761601, 
-71.1218667538836, -71.1219014686112, -71.1219361463334, -71.1219724769764, -71.1220087213121, -71.1220445874039, -71.1220797011054, -71.1221143255533, -71.1222173232527, -71.1222198354929, -71.122222384738, -71.1222247119534, -71.1222269982305, -71.1222290662474, -71.1222311673358, -71.1222330052923, -71.1222345883114, -71.1222359863057, -71.1222373431978, -71.1222391729602, -71.1222396417332, -71.1222400735012, -71.1222403202443, -71.1222400489178, -71.1222398145963, -71.1222386469557, -71.1222374875095, 
-71.1222362910582, -71.1222349135153, -71.1215146363701, -71.1215032305858, -71.1214867139881, -71.1214519250774, -71.1210831702933, -71.1209291154135, -71.1208366743894, -71.1204368426387, -71.1202162763398, -71.1199802423614, -71.1200584010057, 42.3710411545816, 42.3710113308988, 42.3710894422202, 42.3711723089235, 42.371205179804, 42.3710693660248, 42.3710638514379, 42.3709876337616, 42.3709678139385, 42.370948612782, 42.37092943686, 42.370904095222, 42.3708780645157, 42.370852716751, 42.370826680041, 
42.3708006809882, 42.370773911918, 42.3707478667553, 42.3707211332602, 42.3706943958458, 42.370667683667, 42.3706408861058, 42.3706141669462, 42.37055862566, 42.3705528950294, 42.3705528399961, 42.370549989492, 42.3705457540779, 42.370541518599, 42.3705359119566, 42.3705296199108, 42.3705226427069, 42.3705156662276, 42.3705073184631, 42.3704989722816, 42.3704892266397, 42.3704795373393, 42.3703432467931, 42.3702764936685, 42.370250761989, 42.3702154177844, 42.3700668542807, 42.3701509420412, 42.3700207845559, 
42.3699415665759, 42.3698169610132, 42.3698147425381, 42.3698060055738, 42.3697573967652, 42.3697382270764, 42.3697252159532, 42.3697578589694, 42.3699968727924, 42.3700082085563, 42.3700274606284, 42.370036887406, 42.3700615247622, 42.36998133563, 42.3699765381244, 42.3699717422103, 42.3699669478876, 42.3699628409165, 42.3699587365161, 42.3699546334622, 42.3699512171477, 42.3699478032813, 42.3699443900268, 42.369941663634, 42.3699396247149, 42.3699369006473, 42.3699355492015, 42.3699341978778, 42.3699335332932, 
42.3699328694426, 42.3699328908623, 42.3699335991434, 42.3699357734284, 42.3699379484369, 42.3699394368176, 42.369940925677, 42.3699417012026, 42.3699425308638, 42.3699433339302, 42.3699434508584, 42.3699428817707, 42.3699430033238, 42.3699431248651, 42.3699425328272, 42.3699419957802, 42.3699414312812, 42.3699401807654, 42.3699389301156, 42.3699376795763, 42.3699357430201, 42.3699338330371, 42.3699318690173, 42.369929931693, 42.3699286283298, 42.3699082023882, 42.3698425622491, 42.3698275081384, 
42.3698198285433, 42.369818570575, 42.3698179978712, 42.3698174260089, 42.3698161680093, 42.3698162821312, 42.3698157101158, 42.3698151382116, 42.3698145661753, 42.3698160576166, 42.3698196068188, 42.3698245268038, 42.3698315023616, 42.3698398483385, 42.3698689994422, 42.3698696937117, 42.3698703881027, 42.3698710817645, 42.3698724338696, 42.3698731541208, 42.3698745330583, 42.3698765971504, 42.3698779743864, 42.3698793510149, 42.3698814135269, 42.3698848496291, 42.3698869092244, 42.3698889686982, 
42.3698910275643, 42.369893084729, 42.3698951420153, 42.3698985682736, 42.3699006225217, 42.3699026766482, 42.3699040716021, 42.3707633157173, 42.3707769985573, 42.3707975247635, 42.3708413154646, 42.3712839552794, 42.3714686452374, 42.3715795029894, 42.371414911979, 42.3713236295297, 42.3712261213881, 42.3710411545816)))",0.7233224875390015
145-30,12708,10613100,8966800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1121741582036, -71.1124078282353, -71.1124911628861, -71.1126442568008, -71.1127314235954, -71.1122601716156, -71.1121741582036, 42.3771176615429, 42.3770711138298, 42.3770549027017, 42.3770273190023, 42.3772979034892, 42.3773889285172, 42.3771176615429)))",0.5420405620049132
227-90,340438,47824600,136175600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1268483921998, -71.1268467719254, -71.1267473129995, -71.1266650273363, -71.1262617469533, -71.1265296593217, -71.126845622047, -71.1268846339588, -71.1269130356682, -71.1272429891032, -71.1272997669836, -71.1275213015646, -71.1278072298176, -71.1280403616417, -71.1280477397025, -71.1282513561023, -71.128576235108, -71.1288683953375, -71.129104295241, -71.1291282804247, -71.1291520025128, -71.1291755355294, -71.129199035567, -71.1292220874514, -71.1294134490458, -71.1294318866067, 
-71.1296132847199, -71.1296181210609, -71.1296229577236, -71.1296275721547, -71.1296317384257, -71.1296356457746, -71.1296393307312, -71.1296425306765, -71.1296455455628, -71.129648042283, -71.129650353944, -71.1296519583616, -71.1296533077139, -71.1296542089059, -71.1296551142762, -71.1296555751825, -71.1296555510772, -71.1296552719061, -71.1296543265206, -71.1296533811351, -71.1296517695349, -71.1296499028689, -71.1296475510301, -71.1296447590658, -71.1296419671011, -71.1296384719098, -71.1296350177478, 
-71.1295370549656, -71.1295252577061, -71.1293071185983, -71.1292892232867, -71.1291617970819, -71.1290276349918, -71.1290257763312, -71.1287763203598, -71.1286458709143, -71.1284441524461, -71.1282004972141, -71.1279167495524, -71.1275877864278, -71.1272495072582, -71.1268483921998, 42.3820513496816, 42.3820499449526, 42.3819693583866, 42.3818826533118, 42.3814237708716, 42.3812956697533, 42.381147143371, 42.3811218872818, 42.3810945387219, 42.3807635761729, 42.3807068207337, 42.3804838967372, 42.3806391758806, 
42.3807661569342, 42.3807702968882, 42.3808814036954, 42.381060131321, 42.3812202300253, 42.3813492758713, 42.3813617014913, 42.3813748122747, 42.3813886084603, 42.3814017185181, 42.3814155131433, 42.3815279504016, 42.381539672071, 42.3816534489316, 42.3816555499918, 42.3816575961715, 42.3816596690762, 42.3816624265544, 42.3816651557584, 42.3816679391276, 42.3816713795112, 42.381674819299, 42.3816782574187, 42.3816816949426, 42.3816858162062, 42.3816892506324, 42.3816933696323, 42.3816967751885, 
42.3817002341953, 42.3817043502166, 42.3817077794004, 42.3817112064396, 42.3817146334788, 42.3817180583734, 42.3817207964305, 42.3817242189421, 42.3817269540204, 42.3817296890987, 42.381732421913, 42.3817344688429, 42.3818212775322, 42.3818322432481, 42.3820256558191, 42.3820413765367, 42.382153472571, 42.3822717208912, 42.3822730869309, 42.3821261607943, 42.3822423626022, 42.3821223444598, 42.3819774938463, 42.3821172099019, 42.3822794174484, 42.3824457099699, 42.3820513496816)))",0.25991602183041107
221-90,8000,3738600,488500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1313646978682, -71.1313953536809, -71.1315412236826, -71.1316117739279, -71.1317572040526, -71.1317272326559, -71.1313646978682, 42.3750602769908, 42.3748422216618, 42.3748516346426, 42.374855949257, 42.3748646470969, 42.3750861347957, 42.3750602769908)))",0.8844361382508102
162-49,6075,4093200,2478600,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1192767537323, -71.1191918461134, -71.1193057191337, -71.1194494531757, -71.1195362315477, -71.1195516464391, -71.1195013985232, -71.119448066292, -71.1194461953447, -71.1194403645921, -71.1192767537323, 42.3719015813601, 42.3718669993848, 42.3716636288361, 42.3717251600768, 42.3717624921245, 42.3717714613477, 42.3718563614294, 42.3719556576703, 42.3719590815726, 42.3719686665399, 42.3719015813601)))",0.6228430566967954
166-24,5202,1410000,2780500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.124478489682, -71.124480134294, -71.1245841856588, -71.1248110612068, -71.1246880602859, -71.1244995041122, -71.1244960335735, -71.124492826159, -71.1244898037811, -71.1244870445275, -71.1244845402518, -71.1244824471296, -71.1244803540076, -71.1244788159948, -71.1244776521281, -71.1244765211956, -71.1244760604673, -71.1244755914295, -71.1244756078854, -71.1244758832292, -71.1244763806165, -71.1244772891569, -71.124478489682, 42.3737819053052, 42.3737791666022, 42.3736258382083, 42.3737102725866, 
42.3738950961809, 42.3738265650679, 42.3738251817033, 42.3738231131796, 42.3738210452598, 42.373818292181, 42.3738162259524, 42.373813475048, 42.3738107241435, 42.3738079750511, 42.3738045411622, 42.3738017933987, 42.373798361805, 42.3737963296609, 42.3737935582022, 42.3737908150294, 42.3737880725814, 42.3737846454578, 42.3737819053052)))",0.3364753609354492
12-19,65682,59901900,33172500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.0772331566844, -71.0777085589898, -71.0777972535203, -71.0778300715936, -71.0778347241945, -71.0783085184324, -71.0784791813442, -71.0785247580255, -71.0784846778786, -71.0782473804254, -71.0778388031888, -71.077751009407, -71.0775698021729, -71.0772331566844, 42.3639498867666, 42.3634460355842, 42.3633516902668, 42.3633243698812, 42.3633202708311, 42.363083959549, 42.3631545593196, 42.3632837257884, 42.3634735793534, 42.3637238206536, 42.3641284188123, 42.3642207093924, 42.3641274311403, 
42.3639498867666)))",0.6435915783502231
161-57,4420,746700,1484100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1179407862058, -71.1180117960265, -71.1180171827496, -71.1183220020653, -71.1182659298626, -71.1179407862058, 42.3700668542807, 42.3699511529499, 42.3699415665759, 42.3700207845559, 42.3701509420412, 42.3700668542807)))",0.33472296933835394
132-33,3993,346300,1346100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1155206534229, -71.1155593225475, -71.1156136967086, -71.1157533868568, -71.1157129298106, -71.1156283472312, -71.1156274466048, -71.1154962792665, -71.1155206534229, 42.3698337762351, 42.3697488391429, 42.3696310256133, 42.3696685373541, 42.3697493524257, 42.3699178304527, 42.3699198854997, 42.3698864907718, 42.3698337762351)))",0.2046206570550697
167-41,10232,2248800,782100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1251695612272, -71.1254274717468, -71.1256682289663, -71.1256938879184, -71.1257197770395, -71.1256281229744, -71.1251695612272, 42.37460875262, 42.3743715445376, 42.3744560223987, 42.3744602219983, 42.3744630503055, 42.3747042303098, 42.37460875262)))",0.7419578343066416
132-25,12459,2781300,2096100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1146454870504, -71.1146580270982, -71.1147891937072, -71.1149367615496, -71.1149676885254, -71.1149951783974, -71.115067924112, -71.1152064754452, -71.1151263479482, -71.1150948563347, -71.1150175622242, -71.11485806725, -71.1148465467366, -71.1149182366398, -71.1146338959479, -71.1146390447105, -71.1146454870504, 42.3697457812966, 42.3696676171519, 42.3697009853971, 42.3697391830895, 42.3697468602652, 42.3697538124687, 42.3697732644614, 42.3698094010164, 42.3699387905058, 42.3699873924703, 
42.3701071870977, 42.3700524576876, 42.3700483030001, 42.3699312337992, 42.3698321808445, 42.3697937836088, 42.3697457812966)))",0.5702423422315168
132-137,69984,20553300,23849000,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1155920137638, -71.1156702385867, -71.115715478872, -71.1157235333691, -71.1158507018841, -71.1169539874145, -71.1169726826701, -71.1169787061144, -71.11699277995, -71.1169980591489, -71.1170031533249, -71.1170079843151, -71.1170125891239, -71.1170164908453, -71.1170204295717, -71.1170236240521, -71.1170263744773, -71.1170286808472, -71.1170307281849, -71.1170320682809, -71.117032968475, -71.1170331984318, -71.1170331735098, -71.1170324413457, -71.1170228144641, -71.1170127021938, 
-71.1170018913123, -71.1169908952322, -71.1169817456091, -71.1169721519233, -71.1169622991982, -71.1169522244384, -71.1168246675398, -71.1167814493107, -71.1165352764304, -71.1165047973094, -71.1159275251149, -71.1155920137638, 42.3695088692311, 42.369345226988, 42.3692506252039, 42.3692527101694, 42.3689938197797, 42.3692911152254, 42.369295979613, 42.3692973717082, 42.3693015346848, 42.3693036103198, 42.3693056853385, 42.3693084454995, 42.369311890926, 42.3693153340115, 42.36931877722, 42.3693229039693, 
42.36932702924, 42.3693311530322, 42.3693352759619, 42.3693400825558, 42.3693442016662, 42.3693490045639, 42.3693531205941, 42.3693579202886, 42.3693832709345, 42.369409333423, 42.369434652684, 42.3694599987679, 42.3694798628483, 42.3694997254491, 42.3695195871865, 42.3695394481836, 42.3697530612122, 42.36982563523, 42.3697603290562, 42.3697519952177, 42.3695970595112, 42.3695088692311)))",0.4628881837202127
132-156,11999,3956800,3035800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1152972176533, -71.1152177822559, -71.1152064754452, -71.115067924112, -71.1149951783974, -71.1149676885254, -71.1149367615496, -71.1150546703899, -71.115188118597, -71.1153330957522, -71.1153337226651, -71.1154573795953, -71.1154774768354, -71.1154039020477, -71.1153816249647, -71.1153575137461, -71.1152972176533, 42.3698330291781, 42.3698121829156, 42.3698094010164, 42.3697732644614, 42.3697538124687, 42.3697468602652, 42.3697391830895, 42.3694823480936, 42.3695177815782, 42.3695559975381, 
42.3695561659942, 42.3695893420044, 42.3695948973407, 42.3697483195923, 42.3697969524452, 42.3698490092544, 42.3698330291781)))",0.5658553327803678
143-5,5906,1083100,812800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1125565854013, -71.1125872337346, -71.1125903482885, -71.1129869512389, -71.1129550353154, -71.1125565854013, 42.3763498966688, 42.3762162538266, 42.3762032299741, 42.3762560162593, 42.3764034027383, 42.3763498966688)))",0.5712854053483833
133-54,506,300,131400,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1164269343755, -71.1164452096396, -71.116571983052, -71.1165553646519, -71.1164269343755, 42.3722543315864, 42.3722187470058, 42.3722513850702, 42.3722883746711, 42.3722543315864)))",0.002277904328018223
132-113,2129,1027000,1163700,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1146854772268, -71.1146900479532, -71.1147018352602, -71.1148921043951, -71.1149082503884, -71.1148644894488, -71.1146854772268, 42.3694927742825, 42.369465348836, 42.3693892402173, 42.3694399567811, 42.3694441269505, 42.3695386510484, 42.3694927742825)))",0.4687999269639841
132-157,29094,26957400,25089900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.115715478872, -71.1155840620151, -71.1155764515822, -71.1154436698807, -71.1154379055133, -71.1153030517133, -71.1152938172721, -71.1152210680443, -71.1151635808493, -71.1151529772529, -71.1150190488847, -71.1149846149948, -71.114898495397, -71.1147595018838, -71.1147624150998, -71.1147646497199, -71.1147686117485, -71.1147673730187, -71.1150231302546, -71.1150296060087, -71.1151055616327, -71.1151476057654, -71.1152883997704, -71.115433001225, -71.1155733926951, -71.1157135623053, 
-71.1158507018841, -71.1157235333691, -71.115715478872, 42.3692506252039, 42.3692158851359, 42.3692138016447, 42.3691783708351, 42.3691769795254, 42.369141541625, 42.3691387666646, 42.369120000817, 42.3691047160807, 42.3691019365282, 42.3690665013895, 42.3690574678897, 42.3690345409686, 42.368998402549, 42.3689757736786, 42.368912667413, 42.3687905555744, 42.3687693259966, 42.3687728989124, 42.368772920586, 42.3687937553441, 42.3688048723285, 42.3688430743603, 42.3688819749676, 42.3689194892839, 
42.3689570026868, 42.3689938197797, 42.3692527101694, 42.3692506252039)))",0.5179404118945652
132-77,2000,307400,978900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1150308586006, -71.1151529772529, -71.1151635808493, -71.1152210680443, -71.1150996939067, -71.1150308586006, 42.3693635871272, 42.3691019365282, 42.3691047160807, 42.369120000817, 42.3693809679588, 42.3693635871272)))",0.23898002021301407
130-168,97837,62525700,55885100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1158676246889, -71.115870218978, -71.1158727679334, -71.1158753210547, -71.1158776108312, -71.1158801599534, -71.1158824498966, -71.1158847768417, -71.1158868447745, -71.1158889085416, -71.1158907502982, -71.1158923700443, -71.1158937677799, -71.1158962630715, -71.1158978703209, -71.1158985608575, -71.1158988073729, -71.1158987865447, -71.1158938797737, -71.1158793103426, -71.1158473060899, -71.1158465905496, -71.1158456529962, -71.1158447154428, -71.1158433338629, -71.1158416932678, 
-71.115839834659, -71.1158379763834, -71.1158358917616, -71.1158335521241, -71.1158310319752, -71.115828470491, -71.11582569116, -71.1158229118289, -71.1158201324978, -71.1158171313201, -71.1158140601379, -71.1158113219755, -71.1158083247976, -71.1157454334013, -71.1156582687381, -71.1154268497592, -71.1153533102739, -71.1153234948586, -71.1151033944948, -71.1150649987617, -71.1149961174168, -71.1148999410068, -71.1149397115372, -71.1149596343528, -71.1149690750935, -71.1149720065917, -71.1149769874721, 
-71.1149782039381, -71.1149967301253, -71.1150409412641, -71.1152306797978, -71.1152429357351, -71.1153167261105, -71.1153910221358, -71.1154676205219, -71.1157897109868, -71.1158625924498, -71.1158651455711, -71.1158676246889, 42.3644098951688, 42.3644092178135, 42.3644099123461, 42.3644099208728, 42.3644106419806, 42.3644113090727, 42.3644120027401, 42.364412696531, 42.3644133894568, 42.3644147683884, 42.3644161465785, 42.3644175240271, 42.3644189007343, 42.3644223391659, 42.3644257746317, 42.3644278349968, 
42.3644298938791, 42.3644333239079, 42.3645101417244, 42.3647035506086, 42.3651356360687, 42.3651376917375, 42.3651397466648, 42.3651418015921, 42.3651438550364, 42.3651459076155, 42.3651473008877, 42.3651486392794, 42.3651506903754, 42.3651520820408, 42.3651527322021, 42.3651540956857, 42.365154772422, 42.3651554491582, 42.3651561258943, 42.3651567744486, 42.3651567641902, 42.3651567550441, 42.3651567450327, 42.365154504323, 42.3651521550296, 42.3651404051783, 42.3651367291707, 42.365135257418, 
42.3651242307894, 42.3651220442365, 42.3651190696095, 42.3651139454969, 42.3649349314859, 42.3648452256527, 42.3648018459336, 42.3647883274394, 42.3647663914842, 42.3647610720438, 42.3646779610351, 42.3644784772894, 42.3644619616925, 42.3644606306527, 42.3644546749992, 42.3644480915661, 42.3644414874843, 42.3644137510443, 42.364409878362, 42.364409886889, 42.3644098951688)), list(c(-71.1149324809042, -71.1150391489792, -71.1153263055595, -71.115359114037, -71.1154326432442, -71.1158312445712, -71.1157945363903, 
-71.115463225029, -71.1153808932834, -71.1152461114072, -71.115243482267, -71.1151033746205, -71.1149324809042, 42.3656951130083, 42.3652289767772, 42.3652450299508, 42.3652471977315, 42.3652508737005, 42.3652700422564, 42.3657515053397, 42.3657366777723, 42.3657329715326, 42.3657270334498, 42.3657030139725, 42.3656991151074, 42.3656951130083)))",0.5280405165745017
133-8,4616,580600,6336800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1162408295998, -71.1162774433698, -71.1162840151681, -71.116462295154, -71.1166973994356, -71.11665149264, -71.1162408295998, 42.3719731293115, 42.371885441087, 42.3718696845836, 42.3719155563692, 42.3719767096467, 42.3720774013828, 42.3719731293115)))",0.08393326972561946
132-134,1300,360600,984900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1151263479482, -71.1152064754452, -71.1152177822559, -71.1152972176533, -71.1152089940064, -71.1151263479482, 42.3699387905058, 42.3698094010164, 42.3698121829156, 42.3698330291781, 42.3699671937782, 42.3699387905058)))",0.2680044593088071
136-18,6522,933000,1583300,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.112832080157, -71.1128807937809, -71.112895332985, -71.1133419173591, -71.113344244432, -71.1132937264113, -71.112832080157, 42.3732130044834, 42.3731143817756, 42.3730849319106, 42.3732037430271, 42.3732044643082, 42.3733380406394, 42.3732130044834)))",0.37078249811230773
167-97,53418,19312000,14017100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1244203370784, -71.1244166403073, -71.1244129764706, -71.1244094647418, -71.1244060270299, -71.1244025523098, -71.1243012048859, -71.1241287876245, -71.1240230365118, -71.1237324260466, -71.1236719740624, -71.1238842435283, -71.1238903248087, -71.1238345146886, -71.1239249889731, -71.1247018736782, -71.1246873235812, -71.124697221393, -71.1246702221104, -71.1246260331572, -71.1246159639415, -71.1246047515368, -71.1245919148355, -71.1245598041142, -71.1245558201503, -71.124552983279, 
-71.1245515160393, -71.1245510067794, -71.1245516403486, -71.1245516036959, -71.1245509049662, -71.1245494619976, -71.1245475790016, -71.1245452848412, -71.1244614069258, -71.1244600213195, -71.1244585987046, -71.1244567360618, -71.1244546513683, -71.1244523816323, -71.1244500008709, -71.1244472130164, -71.1244442071848, -71.124441201353, -71.1244379364619, -71.1244344495201, -71.1244310036603, -71.124427520792, -71.1244240419976, -71.1244203370784, 42.375821932268, 42.375821234181, 42.375821222219, 
42.3758205247359, 42.3758198274943, 42.3758191301318, 42.3757844983079, 42.3757208214639, 42.3756861750045, 42.3755891823634, 42.375567032054, 42.3752645064528, 42.3752562941231, 42.3749453181661, 42.3749665709644, 42.3751532978781, 42.3751916673992, 42.3751951297793, 42.3752670735486, 42.3753856104216, 42.375404786059, 42.3754232719473, 42.3754410665161, 42.3755136795931, 42.3755239568554, 42.3755342653021, 42.3755445233373, 42.3755554979574, 42.3755609881663, 42.3755671622054, 42.375572648066, 
42.3755788175152, 42.3755842995107, 42.3755904661818, 42.3757987417489, 42.3758014812959, 42.3758042207222, 42.3758062726944, 42.3758083239416, 42.3758103745848, 42.3758124248654, 42.375814473817, 42.3758158360393, 42.3758171982615, 42.3758185596379, 42.3758199202892, 42.375820595057, 42.3758212697039, 42.3758212583463, 42.375821932268)))",0.5794335880656843
143-13,17378,2782600,3976100,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1129550353154, -71.1129869512389, -71.112989086695, -71.113322110023, -71.1133111613539, -71.1132315041455, -71.1129570756913, -71.1128674291499, -71.1129550353154, 42.3764034027383, 42.3762560162593, 42.3762457331742, 42.3762921302289, 42.3763456028244, 42.376734993199, 42.3767896376749, 42.3768092305477, 42.3764034027383)))",0.4117063932413038
146-7,13027,1617500,2325800,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1111891934605, -71.1116085621866, -71.1116568902297, -71.1117127936794, -71.1117047623777, -71.1116313871964, -71.1116200619513, -71.1113228466531, -71.1113180024806, -71.1113133803717, -71.1113087624795, -71.1113041445874, -71.1112999750392, -71.1112958382853, -71.111292154092, -71.1112884656824, -71.1112852256168, -71.1112822446256, -71.1112796749679, -71.1112776604694, -71.1112758268071, -71.1112742194254, -71.1111934763396, -71.1111891934605, 42.3792698044125, 42.3791923289613, 
42.3793564502945, 42.3795466658324, 42.3795466387257, 42.3795436469783, 42.3795436087458, 42.3795398609195, 42.3795391585359, 42.3795384569023, 42.3795370692653, 42.3795356816282, 42.3795336094882, 42.3795322234763, 42.3795294669584, 42.3795273964436, 42.3795246414261, 42.3795218872838, 42.3795184485138, 42.3795150116196, 42.3795122613539, 42.3795088258352, 42.3792835392378, 42.3792698044125)))",0.4101894352445921
157-5,7061,1203300,1771900,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1183002178323, -71.1183306661486, -71.118551971855, -71.1185518535389, -71.1185201874675, -71.1183002178323, 42.380713673082, 42.3803899740404, 42.3804002848155, 42.3804014918133, 42.3807240069217, 42.380713673082)))",0.40444339876310836
170-19,160109,57338700,33046500,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"list(list(c(-71.1215132270174, -71.1218425963696, -71.121932426623, -71.1219669558739, -71.1224036060532, -71.1222375641046, -71.1221691391542, -71.1220433922191, -71.1223050921091, -71.1224248068317, -71.1224901519062, -71.1226552316089, -71.1226555032646, -71.1226881780234, -71.1227505753158, -71.1227685203757, -71.1228084077277, -71.1228293958276, -71.1230301525728, -71.1231359695001, -71.123171864551, -71.1233546712857, -71.1234485004009, -71.1234496272463, -71.123450309988, -71.1234505116174, 
-71.1234504911948, -71.1234502528049, -71.123449307166, -71.123448139475, -71.1234464906713, -71.1234446239, -71.1234422719314, -71.1234397390038, -71.1234369470153, -71.1234336779986, -71.123430182845, -71.1234267287844, -71.1234227606871, -71.1225476345606, -71.1225212104398, -71.1224943463031, -71.122467054437, -71.1224395076025, -71.1224172941297, -71.1223950847519, -71.1223726615133, -71.122350468521, -71.1223286868875, -71.1223070284093, -71.1222774497247, -71.122248323837, -71.1222201723132, 
-71.1221929172038, -71.1221668586789, -71.1211284979029, -71.1211575823547, -71.1215132270174, 42.3755997387886, 42.3758306104742, 42.3757424368919, 42.3757672470032, 42.3754297883352, 42.3753091900947, 42.3752588860809, 42.3751706627283, 42.3749581707221, 42.3750525481543, 42.375104213947, 42.3752348845581, 42.3752350998298, 42.3752605896621, 42.3753101601405, 42.3753232807655, 42.3753494802321, 42.375361211349, 42.375475748334, 42.3755364645985, 42.3755681389994, 42.3759439893283, 42.376153531863, 
42.3761569656394, 42.3761603979621, 42.37616382871, 42.376167258731, 42.376170002021, 42.3761734290136, 42.3761768552793, 42.3761802799702, 42.37618301793, 42.3761864403192, 42.3761891760984, 42.3761919110295, 42.3761939583815, 42.3761966910107, 42.3761987377568, 42.3762000968024, 42.3764112662424, 42.3764173536976, 42.3764227536852, 42.3764254081926, 42.3764273758392, 42.3764286749669, 42.3764292880863, 42.3764285284641, 42.3764263975583, 42.3764235545404, 42.3764186813107, 42.3764138369531, 42.3764075397174, 
42.3763992150621, 42.3763895213085, 42.3763777734258, 42.375918156599, 42.3758880676047, 42.3755997387886)))",0.6343815137876555
